287,39528
288,39519
289,39534
290,39549
291,39533
292,39547
293,39554
294,39555
295,39572
296,39573
297,39586
298,39619
299,39660
300,39657
301,39693
302,39669
303,39628
304,39542
305,39464
306,39439
307,39447
308,39448
309,39445
310,39462
311,39518
312,39545
313,39555
314,39579
315,39598
316,39602
317,39601
318,39597
319,39620
320,39641
321,39650
322,39676
323,39692
324,39712
325,39736
326,39754
327,39786
328,39786
329,39780
330,39745
331,39668
332,39632
333,39611
334,39639
335,39660
336,39663
337,39689
338,39724
339,39731
340,39784
341,39800
342,39787
343,39814
344,39803
345,39826
346,39836
347,39841
348,39864
349,39891
350,39894
351,39932
352,39969
353,39973
354,39981
355,39980
356,39949
357,39895
358,39856
359,39857
360,39868
361,39875
362,39867
363,39904
364,39933
365,39953
366,39980
367,39989
368,39988
369,40004
370,40009
371,40015
372,40015
373,40024
374,40045
375,40084
376,40087
377,40097
378,40119
379,40134
380,40139
381,40119
382,40087
383,40062
384,39995
385,39987
386,39985
387,39991
388,40026
389,40010
390,40039
391,40057
392,40067
393,40076
394,40061
395,40044
396,40046
397,40049
398,40046
399,40034
400,40034
401,40036
402,40034
403,40054
404,40052
405,40054
406,40038
407,40055
408,40012
409,39978
410,39951
411,39969
412,39968
413,39998
414,40017
415,40035
416,40056
417,40053
418,40040
419,40079
420,40072
421,40076
422,40053
423,40070
424,40085
425,40087
426,40094
427,40098
428,40127
429,40129
430,40143
431,40134
432,40131
433,40104
434,40104
435,40107
436,40095
437,40119
438,40123
439,40128
440,40146
441,40149
442,40183
443,40194
444,40200
445,40197
446,40208
447,40200
448,40211
449,40219
450,40218
451,40257
452,40245
453,40260
454,40285
455,40279
456,40303
457,40274
458,40270
459,40252
460,40246
461,40223
462,40256
463,40239
464,40248
465,40278
466,40302
467,40313
468,40333
469,40348
470,40358
471,40341
472,40369
473,40381
474,40374
475,40387
476,40425
477,40399
478,40440
479,40453
480,40477
481,40462
482,40445
483,40455
484,40445
485,40415
486,40426
487,40431
488,40450
489,40456
490,40458
491,40457
492,40500
493,40492
494,40527
495,40520
496,40518
497,40527
498,40525
499,40539
500,40550
501,40564
502,40576
503,40590
504,40586
505,40584
506,40591
507,40589
508,40580
509,40567
510,40554
511,40553
512,40570
513,40566
514,40563
515,40606
516,40594
517,40602
518,40625
519,40622
520,40620
521,40621
522,40624
523,40613
524,40624
525,40647
526,40645
527,40658
528,40663
529,40668
530,40701
531,40723
532,40712
533,40716
534,40691
535,40664
536,40652
537,40637
538,40631
539,40619
540,40621
541,40626
542,40626
543,40616
544,40642
545,40662
546,40648
547,40642
548,40621
549,40625
550,40613
551,40607
552,40581
553,40601
554,40583
555,40600
556,40615
557,40603
558,40620
559,40622
560,40587
561,40590
562,40573
563,40577
564,40577
565,40547
566,40575
567,40613
568,40599
569,40644
570,40640
571,40624
572,40594
573,40599
574,40616
575,40606
576,40613
577,40615
578,40642
579,40635
580,40639
581,40657
582,40674
583,40671
584,40664
585,40627
586,40609
587,40598
588,40593
589,40554
590,40527
591,40551
592,40528
593,40523
594,40529
595,40537
596,40539
597,40516
598,40517
599,40520
600,40509
601,40496
602,40512
603,40492
604,40509
605,40523
606,40511
607,40515
608,40526
609,40512
610,40481
611,40462
612,40442
613,40414
614,40402
615,40395
616,40388
617,40409
618,40397
619,40407
620,40396
621,40389
622,40364
623,40350
624,40320
625,40325
626,40275
627,40212
628,40145
629,40156
630,40166
631,40152
632,40177
633,40223
634,40230
635,40219
636,40171
637,40125
638,40065
639,40055
640,40031
641,40020
642,39988
643,39969
644,39920
645,39869
646,39776
647,39627
648,39557
649,39564
650,39544
651,39484
652,39428
653,39388
654,39342
655,39368
656,39410
657,39463
658,39526
659,39547
660,39562
661,39582
662,39564
663,39559
664,39554
665,39585
666,39616
667,39624
668,39625
669,39658
670,39694
671,39733
672,39725
673,39712
674,39697
675,39695
676,39683
677,39693
678,39705
679,39720
680,39726
681,39749
682,39749
683,39758
684,39765
685,39718
686,39696
687,39655
688,39663
689,39626
690,39640
691,39665
692,39686
693,39711
694,39705
695,39738
696,39710
697,39708
698,39718
699,39715
700,39712
701,39691
702,39696
703,39699
704,39706
705,39667
706,39691
707,39689
708,39681
709,39629
710,39537
711,39523
712,39474
713,39488
714,39459
715,39478
716,39501
717,39511
718,39515
719,39532
720,39552
721,39554
722,39540
723,39542
724,39544
725,39554
726,39580
727,39590
728,39584
729,39607
730,39620
731,39603
732,39635
733,39629
734,39606
735,39573
736,39512
737,39484
738,39484
739,39508
740,39511
741,39523
742,39515
743,39534
744,39560
745,39564
746,39585
747,39572
748,39568
749,39554
750,39558
751,39579
752,39577
753,39595
754,39613
755,39602
756,39624
757,39630
758,39602
759,39566
760,39531
761,39475
762,39433
763,39397
764,39394
765,39400
766,39405
767,39411
768,39427
769,39472
770,39465
771,39469
772,39467
773,39466
774,39462
775,39453
776,39459
777,39464
778,39476
779,39463
780,39479
781,39484
782,39479
783,39523
784,39518
785,39516
786,39489
787,39427
788,39381
789,39345
790,39300
791,39298
792,39284
793,39318
794,39309
795,39314
796,39346
797,39346
798,39347
799,39363
800,39377
801,39359
802,39359
803,39366
804,39366
805,39369
806,39379
807,39372
808,39386
809,39389
810,39433
811,39438
812,39457
813,39477
814,39453
815,39417
816,39350
817,39272
818,39231
819,39229
820,39211
821,39216
822,39229
823,39225
824,39231
825,39255
826,39275
827,39277
828,39285
829,39278
830,39287
831,39293
832,39287
833,39284
834,39295
835,39319
836,39309
837,39326
838,39346
839,39343
840,39323
841,39351
842,39364
843,39373
844,39378
845,39375
846,39354
847,39294
848,39233
849,39191
850,39169
851,39150
852,39154
853,39145
854,39143
855,39169
856,39173
857,39190
858,39214
859,39221
860,39222
861,39229
862,39213
863,39210
864,39227
865,39222
866,39254
867,39270
868,39275
869,39286
870,39290
871,39295
872,39310
873,39321
874,39332
875,39312
876,39327
877,39357
878,39353
879,39377
880,39347
881,39277
882,39196
883,39158
884,39144
885,39094
886,39091
887,39104
888,39098
889,39105
890,39110
891,39138
892,39131
893,39146
894,39148
895,39166
896,39164
897,39170
898,39189
899,39201
900,39192
901,39214
902,39231
903,39245
904,39240
905,39244
906,39268
907,39261
908,39282
909,39288
910,39288
911,39312
912,39316
913,39326
914,39311
915,39273
916,39185
917,39157
918,39095
919,39098
920,39110
921,39110
922,39102
923,39127
924,39183
925,39195
926,39227
927,39245
928,39250
929,39239
930,39258
931,39267
932,39252
933,39288
934,39330
935,39333
936,39342
937,39353
938,39358
939,39336
940,39372
941,39369
942,39389
943,39390
944,39428
945,39435
946,39451
947,39456
948,39422
949,39390
950,39334
951,39305
952,39287
953,39291
954,39287
955,39327
956,39327
957,39356
958,39400
959,39415
960,39414
961,39416
962,39424
963,39427
964,39431
965,39433
966,39461
967,39456
968,39485
969,39481
970,39526
971,39516
972,39538
973,39537
974,39561
975,39551
976,39548
977,39558
978,39567
979,39509
980,39495
981,39416
982,39384
983,39375
984,39355
985,39342
986,39365
987,39383
988,39389
989,39406
990,39409
991,39421
992,39424
993,39412
994,39430
995,39425
996,39407
997,39435
