1,30767 
2,30873 
3,30938 
4,30938 
5,30873 
6,30767 
7,30661 
8,30596 
9,30596 
10,30661 
11,30766 
12,30871 
13,30935 
14,30934 
15,30868 
16,30761 
17,30654 
18,30588 
19,30587 
20,30651 
21,30756 
22,30861 
23,30925 
24,30924 
25,30858 
26,30751 
27,30644 
28,30578 
29,30577 
30,30641 
31,30746 
32,30850 
33,30914 
34,30912 
35,30845 
36,30737 
37,30629 
38,30562 
39,30560 
40,30623 
41,30727 
42,30831 
43,30894 
44,30892 
45,30825 
46,30717 
47,30609 
48,30542 
49,30540 
50,30603 
51,30707 
52,30812 
53,30876 
54,30875 
55,30809 
56,30702 
57,30595 
58,30529 
59,30528 
60,30592 
61,30697 
62,30802 
63,30866 
64,30865 
65,30799 
66,30692 
67,30585 
68,30519 
69,30518 
70,30582 
71,30688 
72,30794 
73,30859 
74,30859 
75,30794 
76,30688 
77,30582 
78,30517 
79,30517 
80,30582 
81,30688 
82,30794 
83,30859 
84,30859 
85,30794 
86,30688 
87,30582 
88,30517 
89,30517 
90,30582 
91,30688 
92,30793 
93,30857 
94,30856 
95,30790 
96,30683 
97,30576 
98,30510 
99,30509 
100,30573 
101,30678 
102,30783 
103,30847 
104,30846 
105,30780 
106,30673 
107,30566 
108,30500 
109,30499 
110,30563 
111,30668 
112,30773 
113,30837 
114,30836 
115,30771 
116,30665 
117,30559 
118,30494 
119,30494 
120,30559 
121,30665 
122,30771 
123,30836 
124,30836 
125,30771 
126,30665 
127,30559 
128,30494 
129,30494 
130,30559 
131,30665 
132,30771 
133,30836 
134,30836 
135,30771 
136,30665 
137,30559 
138,30494 
139,30494 
140,30560 
141,30667 
142,30773 
143,30839 
144,30840 
145,30776 
146,30671 
147,30566 
148,30502 
149,30503 
150,30569 
151,30676 
152,30783 
153,30849 
154,30850 
155,30786 
156,30681 
157,30576 
158,30512 
159,30513 
160,30579 
161,30686 
162,30793 
163,30859 
164,30860 
165,30796 
166,30691 
167,30586 
168,30522 
169,30523 
170,30588 
171,30694 
172,30800 
173,30865 
174,30865 
175,30800 
176,30694 
177,30588 
178,30523 
179,30523 
180,30588 
181,30694 
182,30800 
183,30865 
184,30865 
185,30800 
186,30694 
187,30588 
188,30523 
189,30523 
190,30588 
191,30694 
192,30800 
193,30865 
194,30865 
195,30800 
196,30694 
197,30588 
198,30522 
199,30521 
200,30585 
201,30690 
202,30796 
203,30861 
204,30860 
205,30794 
