1,28549
2,28546
3,28538
4,28532
5,28525
6,28522
7,28502
8,28469
9,28452
10,28433
11,28404
12,28384
13,28365
14,28344
15,28313
16,28290
17,28245
18,28203
19,28170
20,28145
21,28090
22,28056
23,28050
24,28079
25,28084
26,28079
27,28093
28,28096
29,28063
30,28036
31,28033
32,28028
33,28020
34,28012
35,28024
36,28008
37,28004
38,27994
39,27998
40,27989
41,27986
42,27992
43,28011
44,28032
45,28024
46,28026
47,28016
48,28009
49,27994
50,27975
51,27969
52,27956
53,27947
54,27958
55,27954
56,27953
57,27953
58,27941
59,27921
60,27898
61,27896
62,27901
63,27928
64,27937
65,27948
66,27941
67,27953
68,27960
69,27952
70,27990
71,27966
72,27891
73,27828
74,27829
75,27838
76,27803
77,27719
78,27668
79,27636
80,27604
81,27588
82,27577
83,27555
84,27534
85,27514
86,27477
87,27489
88,27510
89,27475
90,27385
91,27359
92,27380
93,27414
94,27456
95,27462
96,27471
97,27471
98,27472
99,27472
100,27469
101,27449
102,27443
103,27401
104,27332
105,27309
106,27255
107,27202
108,27195
109,27248
110,27263
111,27234
112,27174
113,27152
114,27151
115,27157
116,27096
117,27051
118,27047
119,26997
120,26913
121,26859
122,26850
123,26859
124,26797
125,26778
126,26770
127,26764
128,26788
129,26845
130,26911
131,26982
132,27069
133,27117
134,27160
135,27203
